"jurisdiction","date","cases.JHU","deaths.JHU","numconf","numprob","numdeaths","numtotal"
"Grand Princess",2020-02-13,0,0,0,0,0,0
"Grand Princess",2020-02-14,0,0,0,0,0,0
"Grand Princess",2020-02-15,0,0,0,0,0,0
"Grand Princess",2020-02-16,0,0,0,0,0,0
"Grand Princess",2020-02-17,0,0,0,0,0,0
"Grand Princess",2020-02-18,0,0,0,0,0,0
"Grand Princess",2020-02-19,0,0,0,0,0,0
"Grand Princess",2020-02-20,0,0,0,0,0,0
"Grand Princess",2020-02-21,0,0,0,0,0,0
"Grand Princess",2020-02-22,0,0,0,0,0,0
"Grand Princess",2020-02-23,0,0,0,0,0,0
"Grand Princess",2020-02-24,0,0,0,0,0,0
"Grand Princess",2020-02-25,0,0,0,0,0,0
"Grand Princess",2020-02-26,0,0,0,0,0,0
"Grand Princess",2020-02-27,0,0,0,0,0,0
"Grand Princess",2020-02-28,0,0,0,0,0,0
"Grand Princess",2020-02-29,0,0,0,0,0,0
"Grand Princess",2020-03-01,0,0,0,0,0,0
"Grand Princess",2020-03-02,0,0,0,0,0,0
"Grand Princess",2020-03-03,0,0,0,0,0,0
"Grand Princess",2020-03-04,0,0,0,0,0,0
"Grand Princess",2020-03-05,0,0,0,0,0,0
"Grand Princess",2020-03-06,0,0,0,0,0,0
"Grand Princess",2020-03-07,0,0,0,0,0,0
"Grand Princess",2020-03-08,0,0,0,0,0,0
"Grand Princess",2020-03-09,0,0,0,0,0,0
"Grand Princess",2020-03-10,0,0,0,0,0,0
"Grand Princess",2020-03-11,0,0,0,0,0,0
"Grand Princess",2020-03-12,0,0,0,0,0,0
"Grand Princess",2020-03-13,2,0,0,0,0,0
"Grand Princess",2020-03-14,2,0,0,0,0,0
"Grand Princess",2020-03-15,2,0,0,0,0,0
"Grand Princess",2020-03-16,2,0,0,0,0,0
"Grand Princess",2020-03-17,8,0,0,0,0,0
"Grand Princess",2020-03-18,9,0,0,0,0,0
"Grand Princess",2020-03-19,9,0,0,0,0,0
"Grand Princess",2020-03-20,10,0,0,0,0,0
"Grand Princess",2020-03-21,10,0,0,0,0,0
"Grand Princess",2020-03-22,13,0,0,0,0,0
"Grand Princess",2020-03-23,13,0,0,0,0,0
"Grand Princess",2020-03-24,13,0,0,0,0,0
"Grand Princess",2020-03-25,13,0,0,0,0,0
"Grand Princess",2020-03-26,13,0,0,0,0,0
"Grand Princess",2020-03-27,13,0,0,0,0,0
"Grand Princess",2020-03-28,13,0,0,0,0,0
"Grand Princess",2020-03-29,13,0,0,0,0,0
"Grand Princess",2020-03-30,13,0,0,0,0,0
"Grand Princess",2020-03-31,13,0,0,0,0,0
"Grand Princess",2020-04-01,13,0,0,0,0,0
"Grand Princess",2020-04-02,13,0,0,0,0,0
"Grand Princess",2020-04-03,13,0,0,0,0,0
"Grand Princess",2020-04-04,13,0,0,0,0,0
"Grand Princess",2020-04-05,13,0,0,0,0,0
"Grand Princess",2020-04-06,13,0,0,0,0,0
"Grand Princess",2020-04-07,13,0,0,0,0,0
"Grand Princess",2020-04-08,13,0,0,0,0,0
"Grand Princess",2020-04-09,13,0,0,0,0,0
"Grand Princess",2020-04-10,13,0,0,0,0,0
"Grand Princess",2020-04-11,13,0,0,0,0,0
"Grand Princess",2020-04-12,13,0,0,0,0,0
"Grand Princess",2020-04-13,13,0,0,0,0,0
"Grand Princess",2020-04-14,13,0,0,0,0,0
"Grand Princess",2020-04-15,13,0,0,0,0,0
"Grand Princess",2020-04-16,13,0,0,0,0,0
"Grand Princess",2020-04-17,13,0,0,0,0,0
"Grand Princess",2020-04-18,13,0,0,0,0,0
"Grand Princess",2020-04-19,13,0,0,0,0,0
"Grand Princess",2020-04-20,13,0,0,0,0,0
"Grand Princess",2020-04-21,13,0,0,0,0,0
"Grand Princess",2020-04-22,13,0,0,0,0,0
"Grand Princess",2020-04-23,13,0,0,0,0,0
"Grand Princess",2020-04-24,13,0,0,0,0,0
"Grand Princess",2020-04-25,13,0,0,0,0,0
"Grand Princess",2020-04-26,13,0,0,0,0,0
"Grand Princess",2020-04-27,13,0,0,0,0,0
"Grand Princess",2020-04-28,13,0,0,0,0,0
"Grand Princess",2020-04-29,13,0,0,0,0,0
"Grand Princess",2020-04-30,13,0,0,0,0,0
"Grand Princess",2020-05-01,13,0,0,0,0,0
"Grand Princess",2020-05-02,13,0,0,0,0,0
"Grand Princess",2020-05-03,13,0,0,0,0,0
"Grand Princess",2020-05-04,13,0,0,0,0,0
"Grand Princess",2020-05-05,13,0,0,0,0,0
"Grand Princess",2020-05-06,13,0,0,0,0,0
"Grand Princess",2020-05-07,13,0,0,0,0,0
"Grand Princess",2020-05-08,13,0,0,0,0,0
"Grand Princess",2020-05-09,13,0,0,0,0,0
"Manitoba",2019-12-31,0,0,0,0,0,0
"Manitoba",2020-01-01,0,0,0,0,0,0
"Manitoba",2020-01-02,0,0,0,0,0,0
"Manitoba",2020-01-03,0,0,0,0,0,0
"Manitoba",2020-01-04,0,0,0,0,0,0
"Manitoba",2020-01-05,0,0,0,0,0,0
"Manitoba",2020-01-06,0,0,0,0,0,0
"Manitoba",2020-01-07,0,0,0,0,0,0
"Manitoba",2020-01-08,0,0,0,0,0,0
"Manitoba",2020-01-09,0,0,0,0,0,0
"Manitoba",2020-01-10,0,0,0,0,0,0
"Manitoba",2020-01-11,0,0,0,0,0,0
"Manitoba",2020-01-12,0,0,0,0,0,0
"Manitoba",2020-01-13,0,0,0,0,0,0
"Manitoba",2020-01-14,0,0,0,0,0,0
"Manitoba",2020-01-15,0,0,0,0,0,0
"Manitoba",2020-01-16,0,0,0,0,0,0
"Manitoba",2020-01-17,0,0,0,0,0,0
"Manitoba",2020-01-18,0,0,0,0,0,0
"Manitoba",2020-01-19,0,0,0,0,0,0
"Manitoba",2020-01-20,0,0,0,0,0,0
"Manitoba",2020-01-21,0,0,0,0,0,0
"Manitoba",2020-01-22,0,0,0,0,0,0
"Manitoba",2020-01-23,0,0,0,0,0,0
"Manitoba",2020-01-24,0,0,0,0,0,0
"Manitoba",2020-01-25,0,0,0,0,0,0
"Manitoba",2020-01-26,0,0,0,0,0,0
"Manitoba",2020-01-27,0,0,0,0,0,0
"Manitoba",2020-01-28,0,0,0,0,0,0
"Manitoba",2020-01-29,0,0,0,0,0,0
"Manitoba",2020-01-30,0,0,0,0,0,0
"Manitoba",2020-01-31,0,0,0,0,0,0
"Manitoba",2020-02-01,0,0,0,0,0,0
"Manitoba",2020-02-02,0,0,0,0,0,0
"Manitoba",2020-02-03,0,0,0,0,0,0
"Manitoba",2020-02-04,0,0,0,0,0,0
"Manitoba",2020-02-05,0,0,0,0,0,0
"Manitoba",2020-02-06,0,0,0,0,0,0
"Manitoba",2020-02-07,0,0,0,0,0,0
"Manitoba",2020-02-08,0,0,0,0,0,0
"Manitoba",2020-02-09,0,0,0,0,0,0
"Manitoba",2020-02-10,0,0,0,0,0,0
"Manitoba",2020-02-11,0,0,0,0,0,0
"Manitoba",2020-02-12,0,0,0,0,0,0
"Manitoba",2020-02-13,0,0,0,0,0,0
"Manitoba",2020-02-14,0,0,0,0,0,0
"Manitoba",2020-02-15,0,0,0,0,0,0
"Manitoba",2020-02-16,0,0,0,0,0,0
"Manitoba",2020-02-17,0,0,0,0,0,0
"Manitoba",2020-02-18,0,0,0,0,0,0
"Manitoba",2020-02-19,0,0,0,0,0,0
"Manitoba",2020-02-20,0,0,0,0,0,0
"Manitoba",2020-02-21,0,0,0,0,0,0
"Manitoba",2020-02-22,0,0,0,0,0,0
"Manitoba",2020-02-23,0,0,0,0,0,0
"Manitoba",2020-02-24,0,0,0,0,0,0
"Manitoba",2020-02-25,0,0,0,0,0,0
"Manitoba",2020-02-26,0,0,0,0,0,0
"Manitoba",2020-02-27,0,0,0,0,0,0
"Manitoba",2020-02-28,0,0,0,0,0,0
"Manitoba",2020-02-29,0,0,0,0,0,0
"Manitoba",2020-03-01,0,0,0,0,0,0
"Manitoba",2020-03-02,0,0,0,0,0,0
"Manitoba",2020-03-03,0,0,0,0,0,0
"Manitoba",2020-03-04,0,0,0,0,0,0
"Manitoba",2020-03-05,0,0,0,0,0,0
"Manitoba",2020-03-06,0,0,0,0,0,0
"Manitoba",2020-03-07,0,0,0,0,0,0
"Manitoba",2020-03-08,0,0,0,0,0,0
"Manitoba",2020-03-09,0,0,0,0,0,0
"Manitoba",2020-03-10,0,0,0,0,0,0
"Manitoba",2020-03-11,0,0,0,0,0,0
"Manitoba",2020-03-12,0,0,0,1,0,1
"Manitoba",2020-03-13,4,0,1,2,0,3
"Manitoba",2020-03-14,4,0,1,3,0,4
"Manitoba",2020-03-15,4,0,4,3,0,4
"Manitoba",2020-03-16,7,0,4,3,0,7
"Manitoba",2020-03-17,8,0,7,3,0,7
"Manitoba",2020-03-18,15,0,8,7,0,15
"Manitoba",2020-03-19,17,0,17,7,0,17
"Manitoba",2020-03-20,17,0,17,7,0,17
"Manitoba",2020-03-21,18,0,17,8,0,19
"Manitoba",2020-03-22,20,0,17,8,0,19
"Manitoba",2020-03-23,20,0,17,9,0,20
"Manitoba",2020-03-24,21,0,17,10,0,21
"Manitoba",2020-03-25,35,0,17,24,0,35
"Manitoba",2020-03-26,36,0,17,25,0,36
"Manitoba",2020-03-27,39,1,25,25,1,39
"Manitoba",2020-03-28,64,1,25,39,1,64
"Manitoba",2020-03-29,72,1,69,39,1,72
"Manitoba",2020-03-30,96,1,83,39,1,96
"Manitoba",2020-03-31,103,1,91,39,1,103
"Manitoba",2020-04-01,127,1,109,39,1,127
"Manitoba",2020-04-02,167,1,152,39,1,167
"Manitoba",2020-04-03,182,2,164,39,2,182
"Manitoba",2020-04-04,182,2,172,39,2,194
"Manitoba",2020-04-05,203,2,187,39,2,203
"Manitoba",2020-04-06,203,2,190,39,2,204
"Manitoba",2020-04-07,217,3,203,39,3,217
"Manitoba",2020-04-08,217,3,206,39,3,221
"Manitoba",2020-04-09,221,3,207,39,3,224
"Manitoba",2020-04-10,230,3,215,39,4,230
"Manitoba",2020-04-11,243,4,226,39,4,243
"Manitoba",2020-04-12,242,4,226,39,4,243
"Manitoba",2020-04-13,246,4,229,39,4,246
"Manitoba",2020-04-14,246,4,229,39,4,246
"Manitoba",2020-04-15,246,5,231,39,5,246
"Manitoba",2020-04-16,250,5,239,39,5,250
"Manitoba",2020-04-17,250,5,239,39,5,250
"Manitoba",2020-04-18,253,5,243,39,5,253
"Manitoba",2020-04-19,254,5,245,39,5,253
"Manitoba",2020-04-20,254,6,246,39,6,254
"Manitoba",2020-04-21,255,6,246,39,6,255
"Manitoba",2020-04-22,257,6,246,39,6,257
"Manitoba",2020-04-23,262,6,251,39,6,262
"Manitoba",2020-04-24,263,6,252,39,6,263
"Manitoba",2020-04-25,267,6,256,39,6,267
"Manitoba",2020-04-26,271,6,260,39,6,271
"Manitoba",2020-04-27,273,6,261,39,6,272
"Manitoba",2020-04-28,273,6,261,39,6,272
"Manitoba",2020-04-29,275,6,263,39,6,273
"Manitoba",2020-04-30,277,6,275,39,6,275
"Manitoba",2020-05-01,281,6,279,39,6,279
"Manitoba",2020-05-02,282,6,280,39,6,280
"Manitoba",2020-05-03,282,6,281,39,6,281
"Manitoba",2020-05-04,283,6,281,39,6,281
"Manitoba",2020-05-05,284,7,282,39,7,282
"Manitoba",2020-05-06,286,7,284,39,7,284
"Manitoba",2020-05-07,283,7,284,39,7,284
"Manitoba",2020-05-08,284,7,284,39,7,284
"Manitoba",2020-05-09,284,7,284,39,7,284
"Manitoba",2020-05-10,0,0,287,39,7,287
"New Brunswick",2019-12-31,0,0,0,0,0,0
"New Brunswick",2020-01-01,0,0,0,0,0,0
"New Brunswick",2020-01-02,0,0,0,0,0,0
"New Brunswick",2020-01-03,0,0,0,0,0,0
"New Brunswick",2020-01-04,0,0,0,0,0,0
"New Brunswick",2020-01-05,0,0,0,0,0,0
"New Brunswick",2020-01-06,0,0,0,0,0,0
"New Brunswick",2020-01-07,0,0,0,0,0,0
"New Brunswick",2020-01-08,0,0,0,0,0,0
"New Brunswick",2020-01-09,0,0,0,0,0,0
"New Brunswick",2020-01-10,0,0,0,0,0,0
"New Brunswick",2020-01-11,0,0,0,0,0,0
"New Brunswick",2020-01-12,0,0,0,0,0,0
"New Brunswick",2020-01-13,0,0,0,0,0,0
"New Brunswick",2020-01-14,0,0,0,0,0,0
"New Brunswick",2020-01-15,0,0,0,0,0,0
"New Brunswick",2020-01-16,0,0,0,0,0,0
"New Brunswick",2020-01-17,0,0,0,0,0,0
"New Brunswick",2020-01-18,0,0,0,0,0,0
"New Brunswick",2020-01-19,0,0,0,0,0,0
"New Brunswick",2020-01-20,0,0,0,0,0,0
"New Brunswick",2020-01-21,0,0,0,0,0,0
"New Brunswick",2020-01-22,0,0,0,0,0,0
"New Brunswick",2020-01-23,0,0,0,0,0,0
"New Brunswick",2020-01-24,0,0,0,0,0,0
"New Brunswick",2020-01-25,0,0,0,0,0,0
"New Brunswick",2020-01-26,0,0,0,0,0,0
"New Brunswick",2020-01-27,0,0,0,0,0,0
"New Brunswick",2020-01-28,0,0,0,0,0,0
"New Brunswick",2020-01-29,0,0,0,0,0,0
"New Brunswick",2020-01-30,0,0,0,0,0,0
"New Brunswick",2020-01-31,0,0,0,0,0,0
"New Brunswick",2020-02-01,0,0,0,0,0,0
"New Brunswick",2020-02-02,0,0,0,0,0,0
"New Brunswick",2020-02-03,0,0,0,0,0,0
"New Brunswick",2020-02-04,0,0,0,0,0,0
"New Brunswick",2020-02-05,0,0,0,0,0,0
"New Brunswick",2020-02-06,0,0,0,0,0,0
"New Brunswick",2020-02-07,0,0,0,0,0,0
"New Brunswick",2020-02-08,0,0,0,0,0,0
"New Brunswick",2020-02-09,0,0,0,0,0,0
"New Brunswick",2020-02-10,0,0,0,0,0,0
"New Brunswick",2020-02-11,0,0,0,0,0,0
"New Brunswick",2020-02-12,0,0,0,0,0,0
"New Brunswick",2020-02-13,0,0,0,0,0,0
"New Brunswick",2020-02-14,0,0,0,0,0,0
"New Brunswick",2020-02-15,0,0,0,0,0,0
"New Brunswick",2020-02-16,0,0,0,0,0,0
"New Brunswick",2020-02-17,0,0,0,0,0,0
"New Brunswick",2020-02-18,0,0,0,0,0,0
"New Brunswick",2020-02-19,0,0,0,0,0,0
"New Brunswick",2020-02-20,0,0,0,0,0,0
"New Brunswick",2020-02-21,0,0,0,0,0,0
"New Brunswick",2020-02-22,0,0,0,0,0,0
"New Brunswick",2020-02-23,0,0,0,0,0,0
"New Brunswick",2020-02-24,0,0,0,0,0,0
"New Brunswick",2020-02-25,0,0,0,0,0,0
"New Brunswick",2020-02-26,0,0,0,0,0,0
"New Brunswick",2020-02-27,0,0,0,0,0,0
"New Brunswick",2020-02-28,0,0,0,0,0,0
"New Brunswick",2020-02-29,0,0,0,0,0,0
"New Brunswick",2020-03-01,0,0,0,0,0,0
"New Brunswick",2020-03-02,0,0,0,0,0,0
"New Brunswick",2020-03-03,0,0,0,0,0,0
"New Brunswick",2020-03-04,0,0,0,0,0,0
"New Brunswick",2020-03-05,0,0,0,0,0,0
"New Brunswick",2020-03-06,0,0,0,0,0,0
"New Brunswick",2020-03-07,0,0,0,0,0,0
"New Brunswick",2020-03-08,0,0,0,0,0,0
"New Brunswick",2020-03-09,0,0,0,0,0,0
"New Brunswick",2020-03-10,0,0,0,0,0,0
"New Brunswick",2020-03-11,1,0,0,0,0,0
"New Brunswick",2020-03-12,1,0,0,1,0,1
"New Brunswick",2020-03-13,1,0,1,1,0,1
"New Brunswick",2020-03-14,1,0,1,1,0,2
"New Brunswick",2020-03-15,2,0,1,1,0,2
"New Brunswick",2020-03-16,6,0,1,5,0,6
"New Brunswick",2020-03-17,8,0,2,5,0,7
"New Brunswick",2020-03-18,11,0,2,6,0,8
"New Brunswick",2020-03-19,11,0,7,6,0,11
"New Brunswick",2020-03-20,11,0,7,6,0,11
"New Brunswick",2020-03-21,17,0,9,8,0,17
"New Brunswick",2020-03-22,17,0,9,8,0,17
"New Brunswick",2020-03-23,17,0,9,8,0,17
"New Brunswick",2020-03-24,18,0,18,8,0,18
"New Brunswick",2020-03-25,18,0,26,8,0,26
"New Brunswick",2020-03-26,33,0,33,8,0,33
"New Brunswick",2020-03-27,45,0,45,8,0,45
"New Brunswick",2020-03-28,51,0,51,8,0,51
"New Brunswick",2020-03-29,66,0,66,8,0,66
"New Brunswick",2020-03-30,68,0,68,8,0,68
"New Brunswick",2020-03-31,70,0,70,8,0,70
"New Brunswick",2020-04-01,81,0,81,8,0,81
"New Brunswick",2020-04-02,91,0,91,8,0,91
"New Brunswick",2020-04-03,91,0,95,8,0,95
"New Brunswick",2020-04-04,91,0,98,8,0,98
"New Brunswick",2020-04-05,98,0,101,8,0,101
"New Brunswick",2020-04-06,103,0,103,8,0,103
"New Brunswick",2020-04-07,105,0,105,8,0,105
"New Brunswick",2020-04-08,105,0,108,8,0,108
"New Brunswick",2020-04-09,108,0,111,8,0,111
"New Brunswick",2020-04-10,112,0,112,8,0,112
"New Brunswick",2020-04-11,112,0,112,8,0,112
"New Brunswick",2020-04-12,114,0,114,8,0,114
"New Brunswick",2020-04-13,116,0,116,8,0,116
"New Brunswick",2020-04-14,116,0,116,8,0,116
"New Brunswick",2020-04-15,117,0,117,8,0,117
"New Brunswick",2020-04-16,117,0,117,8,0,117
"New Brunswick",2020-04-17,117,0,117,8,0,117
"New Brunswick",2020-04-18,117,0,118,8,0,118
"New Brunswick",2020-04-19,118,0,118,8,0,118
"New Brunswick",2020-04-20,118,0,118,8,0,118
"New Brunswick",2020-04-21,118,0,118,8,0,118
"New Brunswick",2020-04-22,118,0,118,8,0,118
"New Brunswick",2020-04-23,118,0,118,8,0,118
"New Brunswick",2020-04-24,118,0,118,8,0,118
"New Brunswick",2020-04-25,118,0,118,8,0,118
"New Brunswick",2020-04-26,118,0,118,8,0,118
"New Brunswick",2020-04-27,118,0,118,8,0,118
"New Brunswick",2020-04-28,118,0,118,8,0,118
"New Brunswick",2020-04-29,118,0,118,8,0,118
"New Brunswick",2020-04-30,118,0,118,8,0,118
"New Brunswick",2020-05-01,118,0,118,8,0,118
"New Brunswick",2020-05-02,118,0,118,8,0,118
"New Brunswick",2020-05-03,118,0,118,8,0,118
"New Brunswick",2020-05-04,118,0,118,8,0,118
"New Brunswick",2020-05-05,119,0,119,8,0,119
"New Brunswick",2020-05-06,120,0,120,8,0,120
"New Brunswick",2020-05-07,120,0,120,8,0,120
"New Brunswick",2020-05-08,120,0,120,8,0,120
"New Brunswick",2020-05-09,120,0,120,8,0,120
"New Brunswick",2020-05-10,0,0,120,8,0,120
"Newfoundland and Labrador",2019-12-31,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-01,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-02,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-03,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-04,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-05,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-06,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-07,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-08,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-09,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-10,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-11,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-12,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-13,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-14,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-15,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-16,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-17,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-18,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-19,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-20,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-21,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-22,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-23,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-24,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-25,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-26,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-27,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-28,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-29,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-30,0,0,0,0,0,0
"Newfoundland and Labrador",2020-01-31,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-01,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-02,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-03,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-04,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-05,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-06,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-07,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-08,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-09,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-10,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-11,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-12,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-13,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-14,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-15,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-16,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-17,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-18,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-19,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-20,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-21,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-22,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-23,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-24,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-25,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-26,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-27,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-28,0,0,0,0,0,0
"Newfoundland and Labrador",2020-02-29,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-01,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-02,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-03,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-04,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-05,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-06,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-07,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-08,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-09,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-10,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-11,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-12,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-13,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-14,0,0,0,0,0,0
"Newfoundland and Labrador",2020-03-15,1,0,0,1,0,1
"Newfoundland and Labrador",2020-03-16,1,0,0,1,0,1
"Newfoundland and Labrador",2020-03-17,3,0,0,1,0,1
"Newfoundland and Labrador",2020-03-18,3,0,0,3,0,3
"Newfoundland and Labrador",2020-03-19,3,0,1,3,0,3
"Newfoundland and Labrador",2020-03-20,4,0,3,3,0,4
"Newfoundland and Labrador",2020-03-21,6,0,3,3,0,6
"Newfoundland and Labrador",2020-03-22,9,0,3,6,0,9
"Newfoundland and Labrador",2020-03-23,24,0,4,20,0,24
"Newfoundland and Labrador",2020-03-24,35,0,4,31,0,35
"Newfoundland and Labrador",2020-03-25,35,0,67,31,0,67
"Newfoundland and Labrador",2020-03-26,82,0,82,31,0,82
"Newfoundland and Labrador",2020-03-27,102,0,102,31,0,102
"Newfoundland and Labrador",2020-03-28,120,0,120,31,0,120
"Newfoundland and Labrador",2020-03-29,135,0,135,31,0,135
"Newfoundland and Labrador",2020-03-30,148,1,148,31,1,148
"Newfoundland and Labrador",2020-03-31,152,1,152,31,1,152
"Newfoundland and Labrador",2020-04-01,175,1,175,31,1,175
"Newfoundland and Labrador",2020-04-02,183,1,183,31,1,183
"Newfoundland and Labrador",2020-04-03,195,1,183,31,1,183
"Newfoundland and Labrador",2020-04-04,195,1,195,31,1,195
"Newfoundland and Labrador",2020-04-05,217,1,217,31,1,217
"Newfoundland and Labrador",2020-04-06,226,1,226,31,2,226
"Newfoundland and Labrador",2020-04-07,228,1,228,31,2,228
"Newfoundland and Labrador",2020-04-08,228,1,232,31,2,232
"Newfoundland and Labrador",2020-04-09,232,2,236,31,3,236
"Newfoundland and Labrador",2020-04-10,239,3,239,31,3,239
"Newfoundland and Labrador",2020-04-11,241,3,241,31,3,241
"Newfoundland and Labrador",2020-04-12,242,3,242,31,3,242
"Newfoundland and Labrador",2020-04-13,244,3,244,31,3,244
"Newfoundland and Labrador",2020-04-14,244,3,244,31,3,244
"Newfoundland and Labrador",2020-04-15,247,3,247,31,3,247
"Newfoundland and Labrador",2020-04-16,252,3,252,31,3,252
"Newfoundland and Labrador",2020-04-17,256,3,256,31,3,256
"Newfoundland and Labrador",2020-04-18,257,3,257,31,3,257
"Newfoundland and Labrador",2020-04-19,257,3,257,31,3,257
"Newfoundland and Labrador",2020-04-20,257,3,257,31,3,257
"Newfoundland and Labrador",2020-04-21,257,3,257,31,3,257
"Newfoundland and Labrador",2020-04-22,256,3,257,31,3,257
"Newfoundland and Labrador",2020-04-23,256,3,257,31,3,257
"Newfoundland and Labrador",2020-04-24,256,3,257,31,3,257
"Newfoundland and Labrador",2020-04-25,257,3,257,31,3,257
"Newfoundland and Labrador",2020-04-26,258,3,258,31,3,258
"Newfoundland and Labrador",2020-04-27,258,3,258,31,3,258
"Newfoundland and Labrador",2020-04-28,258,3,258,31,3,258
"Newfoundland and Labrador",2020-04-29,258,3,258,31,3,258
"Newfoundland and Labrador",2020-04-30,258,3,258,31,3,258
"Newfoundland and Labrador",2020-05-01,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-02,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-03,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-04,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-05,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-06,259,3,259,31,3,259
"Newfoundland and Labrador",2020-05-07,261,3,261,31,3,261
"Newfoundland and Labrador",2020-05-08,261,3,261,31,3,261
"Newfoundland and Labrador",2020-05-09,261,3,261,31,3,261
"Newfoundland and Labrador",2020-05-10,0,0,261,31,3,261
"Northwest Territories",2019-12-31,0,0,0,0,0,0
"Northwest Territories",2020-01-01,0,0,0,0,0,0
"Northwest Territories",2020-01-02,0,0,0,0,0,0
"Northwest Territories",2020-01-03,0,0,0,0,0,0
"Northwest Territories",2020-01-04,0,0,0,0,0,0
"Northwest Territories",2020-01-05,0,0,0,0,0,0
"Northwest Territories",2020-01-06,0,0,0,0,0,0
"Northwest Territories",2020-01-07,0,0,0,0,0,0
"Northwest Territories",2020-01-08,0,0,0,0,0,0
"Northwest Territories",2020-01-09,0,0,0,0,0,0
"Northwest Territories",2020-01-10,0,0,0,0,0,0
"Northwest Territories",2020-01-11,0,0,0,0,0,0
"Northwest Territories",2020-01-12,0,0,0,0,0,0
